att_date,[01]usi_id,[01]grade_level,[156]att_code,[156]description,Campus
8/25/2014,9695983863,0,P,Present and On Time,MS
8/25/2014,3194579371,0,P,Present and On Time,MS
8/25/2014,7782939518,0,P,Present and On Time,MS
8/25/2014,6885615897,0,P,Present and On Time,MS
8/25/2014,4186458847,0,P,Present and On Time,MS
8/25/2014,4118491591,0,P,Present and On Time,MS
8/25/2014,3786793573,0,P,Present and On Time,MS
8/25/2014,3936885147,0,P,Present and On Time,MS
8/25/2014,6725276431,0,P,Present and On Time,MS
8/25/2014,5479174924,0,P,Present and On Time,MS
8/25/2014,5143856248,0,P,Present and On Time,MS
8/25/2014,1493697269,0,P,Present and On Time,MS
8/25/2014,4898152252,0,P,Present and On Time,MS
8/25/2014,5912292894,0,P,Present and On Time,MS
8/25/2014,1825843414,0,P,Present and On Time,MS
8/25/2014,9482276841,0,,DO NOT USE,MS
8/25/2014,1679932438,0,P,Present and On Time,MS
8/25/2014,8886473770,0,P,Present and On Time,MS
8/25/2014,5987622816,0,P,Present and On Time,MS
8/25/2014,9149513656,0,P,Present and On Time,MS
8/25/2014,6362734683,0,P,Present and On Time,MS
8/25/2014,4551522449,0,P,Present and On Time,MS
8/25/2014,3590592788,0,P,Present and On Time,MS
8/25/2014,2344114319,0,P,Present and On Time,MS
8/25/2014,7399167435,0,,DO NOT USE,MS
8/25/2014,4279257264,0,P,Present and On Time,MS
8/25/2014,3841464572,0,P,Present and On Time,MS
8/25/2014,1981166424,0,P,Present and On Time,MS
8/25/2014,3829955936,0,P,Present and On Time,MS
8/25/2014,3139406902,0,P,Present and On Time,MS
8/25/2014,5357739536,0,P,Present and On Time,MS
8/25/2014,7968172072,0,P,Present and On Time,MS
8/25/2014,8692727237,0,P,Present and On Time,MS
8/25/2014,5224599415,0,P,Present and On Time,MS
8/25/2014,4897147441,0,P,Present and On Time,MS
8/25/2014,6953682728,0,P,Present and On Time,MS
8/25/2014,1696728711,0,P,Present and On Time,MS
8/25/2014,4288378591,0,P,Present and On Time,MS
8/25/2014,8553458275,0,P,Present and On Time,MS
8/25/2014,1695785274,0,P,Present and On Time,MS
8/25/2014,7693995196,0,P,Present and On Time,MS
8/25/2014,9271563166,0,P,Present and On Time,MS
8/25/2014,8397491643,0,P,Present and On Time,MS
8/25/2014,1845511972,0,P,Present and On Time,MS
8/25/2014,2612598952,0,P,Present and On Time,MS
8/25/2014,2413481141,0,P,Present and On Time,MS
8/25/2014,1694927385,0,P,Present and On Time,MS
8/25/2014,4356591569,0,,DO NOT USE,MS
8/25/2014,2378281943,0,P,Present and On Time,MS
8/25/2014,5987369371,0,P,Present and On Time,MS
8/25/2014,2325967581,0,X,Excused Absent,MS
8/25/2014,2698893656,0,P,Present and On Time,MS
8/25/2014,5941692579,0,P,Present and On Time,MS
8/25/2014,8632357913,0,P,Present and On Time,MS
8/25/2014,9984578917,0,,DO NOT USE,MS
8/25/2014,1625345682,0,,DO NOT USE,MS
8/25/2014,3336031725,0,P,Present and On Time,MS
8/25/2014,3517454842,0,P,Present and On Time,MS
8/25/2014,4197187572,0,P,Present and On Time,MS
8/25/2014,4647632369,0,P,Present and On Time,MS
8/25/2014,7365822198,0,P,Present and On Time,MS
8/25/2014,3238542176,0,P,Present and On Time,MS
8/25/2014,2966168838,0,P,Present and On Time,MS
8/25/2014,1581434839,0,P,Present and On Time,MS
8/25/2014,9693786149,0,P,Present and On Time,MS
8/25/2014,3679124317,0,P,Present and On Time,MS
8/25/2014,2482233585,0,P,Present and On Time,MS
8/25/2014,4968657986,0,,DO NOT USE,MS
8/25/2014,8573453265,0,P,Present and On Time,MS
8/25/2014,4972524561,1,P,Present and On Time,MS
8/25/2014,4498557336,1,P,Present and On Time,MS
8/25/2014,1255446676,1,P,Present and On Time,MS
8/25/2014,2823343911,1,P,Present and On Time,MS
8/25/2014,5314858428,1,P,Present and On Time,MS
8/25/2014,6163452306,1,P,Present and On Time,MS
8/25/2014,7678858698,1,P,Present and On Time,MS
8/25/2014,4632158178,1,P,Present and On Time,MS
8/25/2014,1814871217,1,P,Present and On Time,MS
8/25/2014,3926215879,1,P,Present and On Time,MS
8/25/2014,4294357819,1,P,Present and On Time,MS
8/25/2014,5830785046,1,P,Present and On Time,MS
8/25/2014,5882246385,1,P,Present and On Time,MS
8/25/2014,5433191893,1,P,Present and On Time,MS
8/25/2014,3411317752,1,,DO NOT USE,MS
8/25/2014,1621326683,1,P,Present and On Time,MS
8/25/2014,4356323599,1,P,Present and On Time,MS
8/25/2014,7139472653,1,P,Present and On Time,MS
8/25/2014,7431171756,1,P,Present and On Time,MS
8/25/2014,6644664849,1,P,Present and On Time,MS
8/25/2014,9301653387,1,P,Present and On Time,MS
8/25/2014,6613128980,1,P,Present and On Time,MS
8/25/2014,2423395566,1,P,Present and On Time,MS
8/25/2014,7417971954,1,P,Present and On Time,MS
8/25/2014,7878691704,1,P,Present and On Time,MS
8/25/2014,9723562944,1,P,Present and On Time,MS
8/25/2014,4439416128,1,P,Present and On Time,MS
8/25/2014,4929128943,1,P,Present and On Time,MS
8/25/2014,1345337736,1,P,Present and On Time,MS
8/25/2014,3861717212,1,P,Present and On Time,MS
8/25/2014,4418596674,1,P,Present and On Time,MS
8/25/2014,8962712873,1,,DO NOT USE,MS
8/25/2014,1165854473,1,P,Present and On Time,MS
8/25/2014,2297496486,1,P,Present and On Time,MS
8/25/2014,4529736229,1,P,Present and On Time,MS
8/25/2014,3595538455,1,P,Present and On Time,MS
8/25/2014,2471747671,1,P,Present and On Time,MS
8/26/2014,4168588032,6,,DO NOT USE,WP
8/26/2014,7463043388,6,X,Excused Absent,WP
8/26/2014,1196969878,6,A,Absent,WP
8/26/2014,4341283723,4,,DO NOT USE,WP
8/26/2014,8449537782,5,A,Absent,WP
8/26/2014,8514303154,5,X,Excused Absent,WP
8/26/2014,8337158374,6,A,Absent,WP
8/26/2014,7100398424,4,A,Absent,WP
8/27/2014,6872660814,5,P,Present and On Time,WP
8/27/2014,5927088091,5,P,Present and On Time,WP
8/27/2014,2397531022,5,P,Present and On Time,WP
8/27/2014,8449537782,5,P,Present and On Time,WP
8/27/2014,8364376166,5,P,Present and On Time,WP
8/27/2014,9483683720,5,P,Present and On Time,WP
8/27/2014,1964302049,5,T,Tardy,WP
8/27/2014,7029937958,5,P,Present and On Time,WP
8/27/2014,3690528596,5,P,Present and On Time,WP
8/27/2014,9608414623,5,P,Present and On Time,WP
8/27/2014,6048800582,5,P,Present and On Time,WP
8/27/2014,8411219775,5,A,Absent,WP
8/27/2014,1597350710,5,P,Present and On Time,WP
8/27/2014,4915593244,5,T,Tardy,WP
8/27/2014,6358302080,5,P,Present and On Time,WP
8/27/2014,6259623413,5,P,Present and On Time,WP
8/27/2014,6004575912,5,P,Present and On Time,WP
8/27/2014,6043464332,5,P,Present and On Time,WP
8/27/2014,3867162355,5,P,Present and On Time,WP
8/27/2014,9070684050,5,P,Present and On Time,WP
8/27/2014,6876512231,5,P,Present and On Time,WP
8/27/2014,5297837735,5,P,Present and On Time,WP
8/27/2014,8386194303,4,P,Present and On Time,WP
8/27/2014,3538408817,4,P,Present and On Time,WP
8/27/2014,3258521148,4,P,Present and On Time,WP
8/27/2014,4362311825,4,A,Absent,WP
8/27/2014,9278026575,4,P,Present and On Time,WP
8/27/2014,2629241245,4,P,Present and On Time,WP
8/27/2014,5829271815,4,P,Present and On Time,WP
8/27/2014,4341283723,4,T,Tardy,WP
8/27/2014,6278405642,4,P,Present and On Time,WP
8/27/2014,9234640359,4,T,Tardy,WP
8/27/2014,6331701460,4,P,Present and On Time,WP
8/27/2014,1623662877,4,P,Present and On Time,WP
8/27/2014,3415984605,4,P,Present and On Time,WP
8/27/2014,1615064764,4,P,Present and On Time,WP
8/27/2014,1869473816,4,P,Present and On Time,WP
8/27/2014,1240559358,4,P,Present and On Time,WP
8/27/2014,9165231570,4,P,Present and On Time,WP
8/27/2014,4100413800,4,P,Present and On Time,WP
8/27/2014,1900329115,4,P,Present and On Time,WP
8/27/2014,5963923115,4,P,Present and On Time,WP
8/27/2014,6416232013,5,P,Present and On Time,WP
8/27/2014,3753998982,5,P,Present and On Time,WP
8/27/2014,1962322866,5,P,Present and On Time,WP
8/27/2014,9959422808,5,P,Present and On Time,WP
8/27/2014,1717345493,5,P,Present and On Time,WP
8/27/2014,6049678742,5,A,Absent,WP
8/27/2014,8631417261,5,P,Present and On Time,WP
8/27/2014,9127766851,5,T,Tardy,WP
8/27/2014,1149985615,5,P,Present and On Time,WP
8/27/2014,6587804368,5,P,Present and On Time,WP
8/27/2014,2312790485,5,P,Present and On Time,WP
8/27/2014,9363138518,5,P,Present and On Time,WP
8/27/2014,2507400061,5,P,Present and On Time,WP
8/26/2014,3690528596,5,P,Present and On Time,WP
8/26/2014,8612034648,6,P,Present and On Time,WP
8/26/2014,2075723930,7,P,Present and On Time,WP
8/26/2014,5615965879,6,P,Present and On Time,WP
8/26/2014,9203026421,6,P,Present and On Time,WP
8/26/2014,6084397314,7,P,Present and On Time,WP
8/26/2014,3555781280,6,P,Present and On Time,WP
8/26/2014,8547989010,6,P,Present and On Time,WP
8/26/2014,9518899243,7,P,Present and On Time,WP
8/26/2014,2755874956,8,P,Present and On Time,WP
8/26/2014,4550638577,6,P,Present and On Time,WP
8/26/2014,2046296226,8,P,Present and On Time,WP
8/26/2014,4711269182,6,P,Present and On Time,WP
8/26/2014,6043464332,5,P,Present and On Time,WP
8/26/2014,3659686677,6,P,Present and On Time,WP
8/26/2014,1498601170,8,P,Present and On Time,WP
8/26/2014,4474895105,7,P,Present and On Time,WP
8/26/2014,4141364915,6,P,Present and On Time,WP
8/26/2014,7165553634,8,P,Present and On Time,WP
8/26/2014,3962632027,8,P,Present and On Time,WP
8/26/2014,2112269366,7,P,Present and On Time,WP
8/26/2014,3640418070,6,P,Present and On Time,WP
8/26/2014,1025313526,7,P,Present and On Time,WP
8/26/2014,3532418728,7,P,Present and On Time,WP
8/26/2014,3397415672,6,P,Present and On Time,WP
8/26/2014,6054812457,7,P,Present and On Time,WP
8/26/2014,2328020905,6,P,Present and On Time,WP
8/26/2014,9513533756,6,P,Present and On Time,WP
8/26/2014,4726140262,7,P,Present and On Time,WP
8/26/2014,3847113201,6,P,Present and On Time,WP
8/26/2014,6224674126,6,P,Present and On Time,WP
8/26/2014,8407188098,6,P,Present and On Time,WP
8/26/2014,9427974521,6,P,Present and On Time,WP
8/26/2014,7743524833,6,P,Present and On Time,WP
8/26/2014,9323448729,8,P,Present and On Time,WP
8/26/2014,2657704858,4,P,Present and On Time,WP
8/26/2014,7477867076,4,P,Present and On Time,WP
8/26/2014,9140825016,4,P,Present and On Time,WP
8/26/2014,6778687612,4,P,Present and On Time,WP
8/26/2014,9296932486,4,P,Present and On Time,WP
8/26/2014,3538408817,4,P,Present and On Time,WP
8/26/2014,6692068656,4,P,Present and On Time,WP
8/26/2014,1474846961,4,P,Present and On Time,WP
8/26/2014,4109394114,4,P,Present and On Time,WP
8/26/2014,5168213456,4,P,Present and On Time,WP
8/26/2014,4803383194,4,P,Present and On Time,WP
8/26/2014,1623662877,4,P,Present and On Time,WP
8/26/2014,7595346488,4,P,Present and On Time,WP
8/26/2014,1149985615,5,P,Present and On Time,WP
8/26/2014,2507400061,5,P,Present and On Time,WP
8/26/2014,7548654179,5,P,Present and On Time,WP
8/26/2014,8364376166,5,P,Present and On Time,WP
8/26/2014,8432418673,4,P,Present and On Time,WP
8/26/2014,7651619875,4,P,Present and On Time,WP
8/26/2014,8525362373,4,P,Present and On Time,WP
8/26/2014,6872660814,5,P,Present and On Time,WP
8/26/2014,4287800793,6,P,Present and On Time,WP
8/26/2014,5591978541,6,P,Present and On Time,WP
8/26/2014,2877422652,6,P,Present and On Time,WP
8/26/2014,6049678742,5,P,Present and On Time,WP
8/26/2014,1900329115,4,P,Present and On Time,WP
8/26/2014,8443090560,6,P,Present and On Time,WP
8/26/2014,8818119891,6,P,Present and On Time,WP
8/26/2014,7501827848,5,P,Present and On Time,WP
8/26/2014,3392678774,4,P,Present and On Time,WP
8/26/2014,8666720422,5,P,Present and On Time,WP
8/26/2014,5637558300,6,P,Present and On Time,WP
8/26/2014,6582303109,6,P,Present and On Time,WP
8/26/2014,9608414623,5,P,Present and On Time,WP
8/26/2014,5869242185,5,P,Present and On Time,WP
8/26/2014,2905480203,5,P,Present and On Time,WP
8/26/2014,1112820000,5,P,Present and On Time,WP
8/26/2014,8970376225,6,P,Present and On Time,WP
8/26/2014,4769353882,5,P,Present and On Time,WP
8/26/2014,8524823059,4,P,Present and On Time,WP
8/26/2014,4177148843,5,P,Present and On Time,WP
8/26/2014,3684336127,5,P,Present and On Time,WP
8/26/2014,9321436494,5,P,Present and On Time,WP
8/26/2014,5312057891,6,P,Present and On Time,WP
8/26/2014,9718453707,5,P,Present and On Time,WP
8/26/2014,5927088091,5,P,Present and On Time,WP
8/26/2014,1597350710,5,P,Present and On Time,WP
8/26/2014,5363298427,6,P,Present and On Time,WP
8/26/2014,9959422808,5,P,Present and On Time,WP
8/26/2014,6402585345,5,P,Present and On Time,WP
8/26/2014,5337141055,4,P,Present and On Time,WP
8/26/2014,3389768369,6,P,Present and On Time,WP
8/26/2014,7120362920,6,P,Present and On Time,WP
8/26/2014,2667785185,7,P,Present and On Time,WP
8/26/2014,8411219775,5,P,Present and On Time,WP
8/26/2014,8946731974,5,P,Present and On Time,WP
8/26/2014,1615064764,4,P,Present and On Time,WP
8/26/2014,9122846242,6,P,Present and On Time,WP
8/26/2014,7796719849,6,P,Present and On Time,WP
8/26/2014,5960130425,5,P,Present and On Time,WP
8/26/2014,5756746691,5,P,Present and On Time,WP
8/26/2014,4861882126,7,P,Present and On Time,WP
8/26/2014,2963143900,5,P,Present and On Time,WP
8/26/2014,4610909148,7,P,Present and On Time,WP
8/26/2014,5132734510,5,P,Present and On Time,WP
8/26/2014,1274852919,4,P,Present and On Time,WP
8/26/2014,3753998982,5,P,Present and On Time,WP
8/26/2014,5745017331,5,P,Present and On Time,WP
8/26/2014,5641536245,4,,DO NOT USE,WP
8/26/2014,6416232013,5,P,Present and On Time,WP
8/26/2014,4291319967,5,P,Present and On Time,WP
8/26/2014,3755597172,5,P,Present and On Time,WP
8/26/2014,6358302080,5,P,Present and On Time,WP
8/26/2014,5290216072,5,P,Present and On Time,WP
8/26/2014,9127766851,5,P,Present and On Time,WP
8/26/2014,6557207112,4,P,Present and On Time,WP
8/26/2014,4377221385,5,P,Present and On Time,WP
8/26/2014,6330179802,6,P,Present and On Time,WP
8/26/2014,3189547165,6,P,Present and On Time,WP
8/26/2014,7553569851,5,P,Present and On Time,WP
8/26/2014,7721549986,5,P,Present and On Time,WP
8/26/2014,9465826746,5,P,Present and On Time,WP
8/26/2014,2319639362,5,P,Present and On Time,WP
8/26/2014,2736160729,6,P,Present and On Time,WP
8/26/2014,6855413366,6,P,Present and On Time,WP
8/26/2014,1075486538,7,P,Present and On Time,WP
8/26/2014,8996406933,5,P,Present and On Time,WP
8/26/2014,6856765536,5,P,Present and On Time,WP
8/26/2014,3161838246,5,P,Present and On Time,WP
8/26/2014,5288632109,6,P,Present and On Time,WP
8/26/2014,5351619508,6,P,Present and On Time,WP
8/26/2014,9278026575,4,P,Present and On Time,WP
8/26/2014,5691538837,5,P,Present and On Time,WP
8/26/2014,5297837735,5,P,Present and On Time,WP
8/26/2014,5586947596,5,P,Present and On Time,WP
8/26/2014,3603311710,6,P,Present and On Time,WP
8/25/2014,5415825312,1,P,Present and On Time,MS
8/25/2014,9764366392,1,P,Present and On Time,MS
8/25/2014,4261135175,1,P,Present and On Time,MS
8/25/2014,3894942355,1,P,Present and On Time,MS
8/25/2014,8636749013,1,P,Present and On Time,MS
8/25/2014,3855800712,1,P,Present and On Time,MS
8/25/2014,9129765951,1,P,Present and On Time,MS
8/25/2014,6158896699,1,P,Present and On Time,MS
8/25/2014,8228549199,1,P,Present and On Time,MS
8/25/2014,2823874127,1,P,Present and On Time,MS
8/25/2014,2944669664,1,P,Present and On Time,MS
8/25/2014,7279616763,1,P,Present and On Time,MS
8/25/2014,2877818764,1,P,Present and On Time,MS
8/25/2014,8381618592,1,P,Present and On Time,MS
8/25/2014,8557594321,1,P,Present and On Time,MS
8/25/2014,4188565594,1,P,Present and On Time,MS
8/25/2014,6751922922,1,P,Present and On Time,MS
8/25/2014,2138762823,1,P,Present and On Time,MS
8/25/2014,8455868848,1,P,Present and On Time,MS
8/25/2014,4259381539,1,P,Present and On Time,MS
8/25/2014,7758921299,1,P,Present and On Time,MS
8/25/2014,2246652197,1,P,Present and On Time,MS
8/25/2014,4116471755,1,P,Present and On Time,MS
8/25/2014,3863814576,1,P,Present and On Time,MS
8/25/2014,7334653386,1,P,Present and On Time,MS
8/25/2014,6454823294,1,P,Present and On Time,MS
8/25/2014,1595925147,1,P,Present and On Time,MS
8/25/2014,2424127581,1,P,Present and On Time,MS
8/25/2014,4648623118,1,P,Present and On Time,MS
8/25/2014,3464172457,1,P,Present and On Time,MS
8/25/2014,4543254457,1,P,Present and On Time,MS
8/25/2014,2851938428,1,P,Present and On Time,MS
8/25/2014,2562978498,1,P,Present and On Time,MS
8/25/2014,4266824653,1,P,Present and On Time,MS
8/25/2014,9767869123,1,P,Present and On Time,MS
8/25/2014,2781433128,1,P,Present and On Time,MS
8/25/2014,9174487493,1,P,Present and On Time,MS
8/25/2014,4926414678,1,P,Present and On Time,MS
8/25/2014,9291337641,1,P,Present and On Time,MS
8/25/2014,7600576633,1,P,Present and On Time,MS
8/25/2014,7626162978,2,P,Present and On Time,MS
8/25/2014,1211101498,2,P,Present and On Time,MS
8/25/2014,8481746622,2,P,Present and On Time,MS
8/25/2014,8626961909,2,P,Present and On Time,MS
8/25/2014,5038508601,2,P,Present and On Time,MS
8/25/2014,9385356638,2,,DO NOT USE,MS
8/25/2014,1651288512,2,P,Present and On Time,MS
8/25/2014,9180861132,2,P,Present and On Time,MS
8/25/2014,9231928627,2,P,Present and On Time,MS
8/25/2014,5760646300,2,P,Present and On Time,MS
8/25/2014,6920167623,2,P,Present and On Time,MS
8/25/2014,3978832675,2,P,Present and On Time,MS
8/25/2014,3458409242,2,P,Present and On Time,MS
8/25/2014,6671963363,2,,DO NOT USE,MS
8/25/2014,9298759266,2,,DO NOT USE,MS
8/25/2014,8312516358,2,P,Present and On Time,MS
8/25/2014,8869996347,2,P,Present and On Time,MS
8/25/2014,2341168922,2,,DO NOT USE,MS
8/25/2014,5623434923,2,P,Present and On Time,MS
8/25/2014,9861754212,2,P,Present and On Time,MS
8/25/2014,8318899676,2,P,Present and On Time,MS
8/25/2014,7861467546,2,P,Present and On Time,MS
8/25/2014,7066054111,2,P,Present and On Time,MS
8/25/2014,1123083637,2,P,Present and On Time,MS
8/25/2014,1557971854,2,P,Present and On Time,MS
8/25/2014,6575203779,2,P,Present and On Time,MS
8/25/2014,1709265011,2,P,Present and On Time,MS
8/25/2014,9796879662,2,P,Present and On Time,MS
8/25/2014,6822832363,2,P,Present and On Time,MS
8/25/2014,3704026117,2,P,Present and On Time,MS
8/25/2014,1031013315,2,P,Present and On Time,MS
8/25/2014,9889768747,2,P,Present and On Time,MS
8/25/2014,2958677532,2,P,Present and On Time,MS
8/25/2014,4626242344,2,P,Present and On Time,MS
8/25/2014,3763977228,2,P,Present and On Time,MS
8/25/2014,1057935151,2,P,Present and On Time,MS
8/25/2014,8678165715,2,P,Present and On Time,MS
8/25/2014,2611448073,2,P,Present and On Time,MS
8/25/2014,8138584709,2,P,Present and On Time,MS
8/25/2014,2117465331,2,P,Present and On Time,MS
8/25/2014,4289748996,2,P,Present and On Time,MS
8/25/2014,6565319022,2,P,Present and On Time,MS
8/25/2014,7412202146,2,P,Present and On Time,MS
8/25/2014,3603126784,2,P,Present and On Time,MS
8/25/2014,4397896006,2,P,Present and On Time,MS
8/25/2014,3748804894,2,P,Present and On Time,MS
8/25/2014,6991895996,2,P,Present and On Time,MS
8/25/2014,1693451433,2,P,Present and On Time,MS
8/25/2014,7972260973,2,P,Present and On Time,MS
8/25/2014,6483904467,2,P,Present and On Time,MS
8/25/2014,5086988232,2,P,Present and On Time,MS
8/25/2014,2099418109,2,P,Present and On Time,MS
8/25/2014,2009163307,2,P,Present and On Time,MS
8/25/2014,9548047291,2,P,Present and On Time,MS
8/25/2014,6744752942,2,P,Present and On Time,MS
8/25/2014,8158917144,2,P,Present and On Time,MS
8/25/2014,2847201222,3,P,Present and On Time,MS
8/25/2014,4860976317,3,P,Present and On Time,MS
8/25/2014,6809691182,3,P,Present and On Time,MS
8/25/2014,5199531057,3,P,Present and On Time,MS
8/25/2014,8816094350,3,P,Present and On Time,MS
8/25/2014,4312861722,3,P,Present and On Time,MS
8/25/2014,3463220189,3,P,Present and On Time,MS
8/25/2014,5571663967,3,P,Present and On Time,MS
8/25/2014,3596912165,3,P,Present and On Time,MS
8/25/2014,4752177625,3,P,Present and On Time,MS
8/25/2014,5256031073,3,P,Present and On Time,MS
8/25/2014,8885506941,3,P,Present and On Time,MS
8/25/2014,8137561765,3,P,Present and On Time,MS
8/25/2014,9737996662,3,P,Present and On Time,MS
8/25/2014,7416116775,3,P,Present and On Time,MS
8/25/2014,8190301141,3,P,Present and On Time,MS
8/25/2014,7984968152,3,P,Present and On Time,MS
8/25/2014,3858590470,3,P,Present and On Time,MS
8/25/2014,1396368100,3,P,Present and On Time,MS
8/25/2014,5724829544,3,X,Excused Absent,MS
8/25/2014,8768446853,3,P,Present and On Time,MS
8/25/2014,9651724898,3,P,Present and On Time,MS
8/25/2014,6892408796,3,P,Present and On Time,MS
8/25/2014,1479075685,3,P,Present and On Time,MS
8/25/2014,9461563973,3,P,Present and On Time,MS
8/25/2014,2311678610,3,P,Present and On Time,MS
8/25/2014,1091789436,3,P,Present and On Time,MS
8/25/2014,6685003332,3,P,Present and On Time,MS
8/25/2014,1864744419,3,P,Present and On Time,MS
8/25/2014,9983173312,3,P,Present and On Time,MS
8/25/2014,7853273436,3,P,Present and On Time,MS
8/26/2014,6510784453,6,P,Present and On Time,WP
8/26/2014,6587804368,5,P,Present and On Time,WP
8/26/2014,3177108226,5,P,Present and On Time,WP
8/26/2014,8147690163,5,P,Present and On Time,WP
8/26/2014,6901605501,6,P,Present and On Time,WP
8/26/2014,8405184899,5,P,Present and On Time,WP
8/26/2014,1717345493,5,P,Present and On Time,WP
8/26/2014,1962322866,5,P,Present and On Time,WP
8/26/2014,4661408599,6,P,Present and On Time,WP
8/26/2014,7105794479,4,P,Present and On Time,WP
8/26/2014,1869473816,4,P,Present and On Time,WP
8/26/2014,3258521148,4,P,Present and On Time,WP
8/26/2014,3518697161,4,P,Present and On Time,WP
8/26/2014,5285936169,4,P,Present and On Time,WP
8/26/2014,2339159988,4,P,Present and On Time,WP
8/26/2014,3919492770,4,P,Present and On Time,WP
8/26/2014,7925109841,4,P,Present and On Time,WP
8/26/2014,7050793284,4,P,Present and On Time,WP
8/26/2014,9564275462,4,P,Present and On Time,WP
8/26/2014,4486822268,4,P,Present and On Time,WP
8/26/2014,6945094412,4,P,Present and On Time,WP
8/26/2014,5810944863,4,P,Present and On Time,WP
8/26/2014,1533974332,4,P,Present and On Time,WP
8/26/2014,8765949846,4,P,Present and On Time,WP
8/26/2014,9576785528,4,P,Present and On Time,WP
8/26/2014,9549307791,4,P,Present and On Time,WP
8/26/2014,1925310645,4,P,Present and On Time,WP
8/26/2014,3300143097,4,P,Present and On Time,WP
8/26/2014,8386194303,4,P,Present and On Time,WP
8/26/2014,6608463084,4,P,Present and On Time,WP
8/26/2014,9242623103,4,P,Present and On Time,WP
8/26/2014,3259435654,4,P,Present and On Time,WP
8/26/2014,9234640359,4,P,Present and On Time,WP
8/26/2014,9876713831,4,P,Present and On Time,WP
8/26/2014,7460503140,4,P,Present and On Time,WP
8/26/2014,3853529444,4,P,Present and On Time,WP
8/26/2014,4549642211,4,P,Present and On Time,WP
8/26/2014,5829271815,4,P,Present and On Time,WP
8/26/2014,6599661278,4,P,Present and On Time,WP
8/26/2014,4100413800,4,P,Present and On Time,WP
8/26/2014,4362311825,4,P,Present and On Time,WP
8/26/2014,9075724393,4,P,Present and On Time,WP
8/26/2014,6331701460,4,P,Present and On Time,WP
8/26/2014,5211640209,4,P,Present and On Time,WP
8/26/2014,4786126241,4,P,Present and On Time,WP
8/26/2014,9391071327,5,P,Present and On Time,WP
8/26/2014,7532885659,7,P,Present and On Time,WP
8/26/2014,8043492253,7,P,Present and On Time,WP
8/26/2014,9705580720,4,P,Present and On Time,WP
8/26/2014,6278405642,4,P,Present and On Time,WP
8/26/2014,4458932391,5,P,Present and On Time,WP
8/26/2014,3805412719,5,P,Present and On Time,WP
8/26/2014,8670672194,7,P,Present and On Time,WP
8/26/2014,6892416683,7,P,Present and On Time,WP
8/26/2014,9701235241,4,P,Present and On Time,WP
8/26/2014,2629241245,4,P,Present and On Time,WP
8/26/2014,9070684050,5,P,Present and On Time,WP
8/26/2014,9483683720,5,P,Present and On Time,WP
8/26/2014,6237512433,7,P,Present and On Time,WP
8/26/2014,4531931696,7,P,Present and On Time,WP
8/26/2014,2419557234,4,P,Present and On Time,WP
8/26/2014,7979732504,5,P,Present and On Time,WP
8/26/2014,6630141515,7,P,Present and On Time,WP
8/26/2014,2606886183,7,P,Present and On Time,WP
8/26/2014,9024818027,4,P,Present and On Time,WP
8/26/2014,5213172480,4,P,Present and On Time,WP
8/26/2014,1240559358,4,P,Present and On Time,WP
8/26/2014,3227578435,6,P,Present and On Time,WP
8/26/2014,7592160006,7,P,Present and On Time,WP
8/26/2014,6789580275,7,P,Present and On Time,WP
8/26/2014,3836356315,4,P,Present and On Time,WP
8/26/2014,5331734531,4,P,Present and On Time,WP
8/26/2014,9085093714,6,P,Present and On Time,WP
8/26/2014,7047478174,6,P,Present and On Time,WP
8/26/2014,5513040199,7,P,Present and On Time,WP
8/26/2014,4040549404,7,P,Present and On Time,WP
8/26/2014,9052363984,4,P,Present and On Time,WP
8/26/2014,1826973731,4,P,Present and On Time,WP
8/26/2014,1901312344,6,P,Present and On Time,WP
8/26/2014,5740484723,8,P,Present and On Time,WP
8/26/2014,3782845617,5,P,Present and On Time,WP
8/26/2014,1493128915,5,P,Present and On Time,WP
8/26/2014,3793646874,6,P,Present and On Time,WP
8/26/2014,3647955231,6,P,Present and On Time,WP
8/26/2014,2973260260,8,P,Present and On Time,WP
8/26/2014,8631417261,5,P,Present and On Time,WP
8/26/2014,4699643957,5,P,Present and On Time,WP
8/26/2014,1327513297,6,P,Present and On Time,WP
8/26/2014,1643017313,6,P,Present and On Time,WP
8/26/2014,9616755767,8,P,Present and On Time,WP
8/26/2014,3226786876,8,P,Present and On Time,WP
8/26/2014,7416141467,5,P,Present and On Time,WP
8/26/2014,9663412955,5,P,Present and On Time,WP
8/26/2014,2929745902,5,P,Present and On Time,WP
8/26/2014,8280121792,6,P,Present and On Time,WP
8/26/2014,3210510831,6,P,Present and On Time,WP
8/26/2014,4425419118,8,P,Present and On Time,WP
8/26/2014,4949794766,8,P,Present and On Time,WP
8/26/2014,3867162355,5,P,Present and On Time,WP
8/26/2014,7468243325,5,P,Present and On Time,WP
8/26/2014,1237088286,6,P,Present and On Time,WP
8/26/2014,9061615239,6,P,Present and On Time,WP
8/26/2014,8453862588,8,P,Present and On Time,WP
8/26/2014,1365019665,8,P,Present and On Time,WP
8/26/2014,9586398694,5,P,Present and On Time,WP
8/26/2014,9214407324,5,P,Present and On Time,WP
8/26/2014,7304905278,6,P,Present and On Time,WP
8/26/2014,4615325797,6,P,Present and On Time,WP
8/26/2014,7462872773,7,P,Present and On Time,WP
8/26/2014,3226992476,5,P,Present and On Time,WP
8/26/2014,7029937958,5,P,Present and On Time,WP
